0,2,150
1000,199,1
1000,109,1
1000,90,1
1000,215,1
1000,2,37
1000,169,1
1000,41,1
1000,200,1
1000,82,1
1000,100,1
1000,26,1
1000,156,1
1000,185,1
1000,155,1
1000,207,1
1000,212,1
1000,89,1
1000,91,1
1000,30,1
1000,197,1
1000,138,1
1000,119,1
1000,121,1
1000,218,1
1000,114,1
1000,93,1
1000,4,1
1000,107,1
1000,95,1
1000,134,1
1000,161,1
1000,226,1
1000,217,1
1000,166,1
1000,171,1
1000,25,1
1000,120,1
1000,67,1
1000,164,1
1000,80,1
1000,94,1
1000,125,1
1000,190,1
1000,227,1
1000,196,1
1000,131,1
1000,183,1
1000,146,1
1000,173,1
1000,205,1
1000,149,1
1000,101,1
1000,198,1
1000,203,1
1000,126,1
1000,54,1
1000,152,1
1000,46,1
1000,176,1
1000,159,1
1000,147,1
1000,49,1
1000,103,1
1000,68,1
1000,7,1
1000,177,1
1000,35,1
1000,106,1
1000,87,1
1000,29,1
1000,77,1
1000,40,1
1000,142,1
1000,208,1
1000,219,1
1000,143,1
1000,175,1
1000,105,1
1000,63,1
1000,182,1
1000,65,1
1000,108,1
1000,202,1
1000,151,1
1000,180,1
1000,168,1
1000,153,1
1000,144,1
1000,18,1
1000,186,1
1000,225,1
1000,5,1
1000,192,1
1000,178,1
1000,88,1
1000,174,1
1000,210,1
1000,145,1
1000,124,1
1000,58,1
1000,85,1
1000,189,1
1000,137,1
1000,209,1
1000,163,1
1000,201,1
1000,167,1
1000,204,1
1000,224,1
1000,216,1
1000,194,1
1000,70,1
1000,113,1
1000,181,1
1000,52,1
1000,28,1
1000,12,1
1000,221,1
1000,220,1
1000,158,1
1000,160,1
1000,223,1
1000,112,1
1000,188,1
1000,150,1
1000,99,1
1000,116,1
1000,132,1
1000,133,1
1000,34,1
1000,115,1
1000,148,1
1000,191,1
1000,96,1
1000,195,1
1000,23,1
1000,162,1
1000,206,1
1000,97,1
1000,104,1
1000,84,1
1000,47,1
1000,128,1
1000,64,1
1000,179,1
1000,157,1
1000,213,1
1000,214,1
1000,184,1
1000,211,1
1000,118,1
1000,222,1
1000,86,1
1000,193,1
