3,1,1,1,463,64,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYOB
2,1,1,1,463,64,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUO^B>C$=?>$$BLUBO%}OYHOB
1,-1,-1,1,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
1,1,1,47,0,0,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
