0,1,55
50,1,53
100,1,53
150,1,51
200,1,49
250,1,64
300,1,63
350,1,62
400,1,62
450,1,60
500,1,71
500,2,1
550,1,71
550,2,1
600,1,70
600,2,1
650,1,70
650,2,1
700,1,85
700,6,1
700,5,1
700,7,1
750,1,84
750,7,1
750,6,1
750,8,1
750,5,1
800,1,81
800,6,1
800,7,1
800,5,1
800,8,1
850,1,81
850,6,1
850,5,1
850,7,1
850,8,1
900,1,81
900,8,1
900,7,1
900,6,1
900,5,1
950,1,100
950,5,1
950,10,1
950,8,1
950,6,2
