8,7,1,1,723,0,B
7,1,1,1,695,64,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUB%O^B>C$=?>$$BLUBO%}OYHOB
6,1,1,1,695,64,WWGEWLHHHRLUEUWJIJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
5,2,1,1,694,64,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUO^B>C$=?>$$BLUBO%}OYHWWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
4,1,1,1,694,64,WWGEWLHHHLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
3,1,1,1,463,64,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYOB
2,1,1,1,463,64,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUO^B>C$=?>$$BLUBO%}OYHOB
1,-1,-1,1,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
1,1,1,76,0,0,WWGEWLHHHRLUEUWJJJRJXUUUDYGRHJLRWWRE$BLUBO^B>C$=?>$$BLUBO%}OYHOB
